index,price,Month,food_id,num_orders
1116,185.27,6,10,2850
1117,185.27,8,9,675
1118,185.27,12,8,771
1119,185.3,11,20,135
1120,185.33,1,7,998
1121,185.33,2,19,406
1122,185.33,3,9,1013
1123,185.33,4,7,701
1124,185.33,6,10,3483
1125,185.33,7,9,473
1126,185.33,10,7,877
1127,186.24,2,6,904
1128,186.24,11,6,905
1129,186.24,11,7,986
1130,186.27,2,9,580
1131,186.3,2,9,674
1132,186.3,6,15,1957
1133,186.3,7,9,782
1134,186.3,9,19,8979
1135,186.3,12,9,1096
1136,187.21,1,10,770
1137,187.21,6,10,931
1138,187.21,11,7,904
1139,187.24,6,8,771
1140,187.24,10,10,2984
1141,187.24,11,8,715
1142,187.27,1,10,2539
1143,187.27,10,7,797
1144,187.27,10,9,716
1145,187.27,10,19,6615
1146,188.18,2,10,2497
1147,188.18,7,8,1026
1148,188.18,8,6,485
1149,188.24,6,19,2309
1150,188.24,8,6,905
1151,188.24,11,8,1147
1152,189.15,1,10,2079
1153,189.15,2,10,2321
1154,189.15,3,10,2377
1155,189.15,7,10,3470
1156,189.15,8,9,863
1157,189.15,9,9,798
1158,189.15,10,17,2877
1159,189.15,11,9,458
1160,189.15,12,10,2120
1161,189.18,1,9,460
1162,189.18,2,10,1662
1163,189.18,3,9,690
1164,189.18,10,10,2807
1165,189.18,11,7,1067
1166,189.21,8,7,703
1167,189.21,11,8,609
1168,189.21,12,10,2337
1169,190.12,2,9,568
1170,190.12,3,10,4820
1171,190.12,4,10,2254
1172,190.12,7,10,2524
1173,190.12,8,7,1241
1174,190.12,8,10,2997
1175,190.12,10,7,1053
1176,190.12,10,10,2322
1177,190.12,11,10,2335
1178,190.12,12,8,905
1179,190.15,5,10,2888
1180,190.15,6,10,2969
1181,190.15,7,7,755
1182,190.15,7,10,2970
1183,190.15,8,8,703
1184,190.15,10,9,459
1185,190.15,11,9,865
1186,190.15,12,8,959
1187,190.18,7,10,3010
1188,190.18,8,6,690
1189,191.09,1,10,4104
1190,191.09,5,19,3713
1191,191.09,6,7,1794
1192,191.09,6,10,2174
1193,191.09,6,19,4225
1194,191.09,7,7,838
1195,191.09,7,8,608
1196,191.09,7,19,2445
1197,191.09,8,7,1094
1198,191.09,8,10,3105
1199,191.09,9,10,2998
1200,191.09,12,7,986
1201,191.12,3,10,2296
1202,191.12,4,10,2593
1203,191.12,6,19,1607
1204,191.12,7,8,337
1205,191.12,9,7,877
1206,191.12,10,10,2402
1207,191.15,1,10,2822
1208,191.15,2,10,2323
1209,191.15,5,10,5186
1210,191.15,6,10,3160
1211,191.15,7,10,2755
1212,191.15,8,8,702
1213,191.15,9,7,892
1214,191.15,10,9,458
1215,191.15,11,10,2282
1216,192.06,1,10,4159
1217,192.06,7,19,2187
1218,192.06,8,8,1202
1219,192.06,8,15,1715
1220,192.06,9,8,1714
1221,192.06,10,10,2606
1222,192.06,11,15,1255
1223,192.06,12,7,986
1224,192.06,12,10,2173
1225,192.09,2,10,958
1226,192.09,4,10,1824
1227,192.09,6,10,2888
1228,192.09,7,7,1431
1229,192.09,7,10,2377
1230,192.09,8,7,987
1231,192.09,9,9,1014
1232,192.09,10,8,663
1233,192.09,10,9,823
1234,192.09,10,10,2877
1235,192.09,11,7,1149
1236,192.09,11,9,540
1237,192.09,11,15,1553
1238,192.09,12,7,1243
1239,192.09,12,10,2564
1240,192.12,2,9,636
1241,192.12,5,19,3739
1242,192.12,7,9,648
1243,192.12,7,10,2404
1244,192.12,8,9,1079
1245,192.12,9,7,864
1246,192.12,11,10,2308
1247,192.12,12,6,567
1248,192.12,12,10,2861
1249,193.03,6,11,838
1250,193.03,6,14,1229
1251,193.03,8,10,2012
1252,193.03,8,14,1851
1253,193.03,10,11,1270
1254,193.03,10,15,1257
1255,193.03,10,18,836
1256,193.03,12,14,1392
1257,193.06,1,10,4765
1258,193.06,2,10,2647
1259,193.06,2,15,1107
1260,193.06,3,10,2174
1261,193.06,4,10,2024
1262,193.06,6,8,690
1263,193.06,7,8,905
1264,193.06,7,19,2148
1265,193.06,8,10,2525
1266,193.06,9,8,931
1267,193.06,11,17,5941
1268,193.06,12,15,1836
1269,193.09,2,10,2430
1270,193.09,3,6,609
1271,193.09,4,10,2430
1272,193.09,5,10,1581
1273,193.09,6,10,5550
1274,193.09,6,19,3496
1275,193.09,7,10,2173
1276,193.09,10,8,783
1277,194.0,1,11,350
1278,194.0,1,12,865
1279,194.0,1,13,244
1280,194.0,2,11,475
1281,194.0,2,12,1336
1282,194.0,2,13,365
1283,194.0,5,17,4739
1284,194.0,6,11,175
1285,194.0,6,12,163
1286,194.0,7,11,339
1287,194.0,7,12,700
1288,194.0,7,13,243
1289,194.0,8,11,393
1290,194.0,8,12,746
1291,194.0,8,13,612
1292,194.0,9,11,324
1293,194.0,9,12,203
1294,194.0,9,13,393
1295,194.0,9,14,1471
1296,194.0,10,11,284
1297,194.0,10,12,1272
1298,194.0,10,13,527
1299,194.0,11,11,313
1300,194.0,11,12,243
1301,194.0,12,11,741
1302,194.0,12,12,1215
1303,194.0,12,13,770
1304,194.03,1,10,2200
1305,194.03,1,15,1297
1306,194.03,3,9,512
1307,194.03,5,10,1498
1308,194.03,6,15,1404
1309,194.03,6,18,730
1310,194.03,7,6,891
1311,194.03,8,15,1284
1312,194.03,9,14,1878
1313,194.03,10,11,715
1314,194.03,10,15,1447
1315,194.03,10,18,1271
1316,194.06,2,10,1770
1317,194.06,5,10,2740
1318,194.06,5,19,4672
1319,194.06,7,10,2538
1320,194.06,7,19,1756
1321,194.06,10,10,2269
1322,194.06,10,15,1039
1323,194.06,11,19,1889
1324,194.06,12,7,1093
1325,194.06,12,8,1079
1326,194.06,12,19,1945
1327,194.97,5,19,4362
1328,194.97,11,9,540
1329,195.0,1,11,258
1330,195.0,1,12,418
1331,195.0,1,13,744
1332,195.0,1,15,1053
1333,195.0,2,12,581
1334,195.0,4,14,1095
1335,195.0,6,11,296
1336,195.0,6,12,500
1337,195.0,6,13,202
1338,195.0,7,11,149
1339,195.0,7,13,148
1340,195.0,8,11,54
1341,195.0,8,12,756
1342,195.0,8,13,95
1343,195.0,9,13,161
1344,195.0,10,11,311
1345,195.0,10,13,270
1346,195.0,11,11,175
1347,195.0,11,12,161
1348,195.0,11,13,202
1349,195.0,12,11,824
1350,195.0,12,12,378
1351,195.0,12,13,217
1352,195.0,12,14,663
1353,195.03,4,10,1511
1354,195.03,12,14,917
1355,195.03,12,15,1255
1356,195.94,7,9,609
1357,195.97,6,9,541
1358,195.97,9,6,905
1359,195.97,10,15,717
1360,196.0,2,11,649
1361,196.0,2,12,377
1362,196.0,2,13,580
1363,196.0,6,11,96
1364,196.0,6,12,96
1365,196.0,6,13,219
1366,196.0,6,14,1149
1367,196.0,7,11,121
1368,196.0,7,12,215
1369,196.0,7,13,149
1370,196.0,8,11,580
1371,196.0,8,12,80
1372,196.0,8,13,163
1373,196.0,9,11,231
1374,196.0,9,12,595
1375,196.0,9,13,202
1376,196.0,10,11,484
1377,196.0,10,12,136
1378,196.0,10,13,338
1379,196.0,11,11,244
1380,196.0,11,12,379
1381,196.0,11,13,702
1382,196.0,12,11,365
1383,196.0,12,12,407
1384,196.0,12,13,1014
1385,196.91,7,6,419
1386,196.91,8,9,715
1387,197.88,6,9,715
1388,197.91,2,19,419
1389,197.91,4,9,353
1390,197.94,3,9,528
1391,197.94,4,14,1201
1392,197.94,8,19,3322
1393,198.88,6,9,715
1394,199.82,4,9,755
1395,199.82,9,9,501
1396,199.85,1,11,203
1397,199.85,3,16,1540
1398,199.85,10,6,393
1399,199.85,11,9,458
1400,199.88,1,16,231
1401,199.88,10,15,702
1402,200.79,5,9,838
1403,200.79,10,11,161
1404,200.82,12,12,512
1405,201.76,9,9,635
1406,201.79,12,6,431
1407,202.73,2,9,298
1408,202.76,11,20,161
1409,203.7,2,16,2416
1410,203.76,10,17,2780
1411,204.7,2,16,2323
1412,204.73,12,9,473
1413,206.64,7,16,1877
1414,206.67,5,16,2078
1415,207.58,8,16,1835
1416,207.58,8,19,1566
1417,209.55,10,9,661
1418,210.52,8,15,594
1419,211.46,3,15,811
1420,211.46,4,11,298
1421,211.49,6,16,2404
1422,211.49,9,9,500
1423,212.43,3,9,285
1424,212.43,8,14,2604
1425,212.43,9,9,581
1426,212.43,9,11,216
1427,212.43,9,13,216
1428,212.43,9,14,1095
1429,212.43,10,11,67
1430,212.43,10,13,188
1431,212.43,11,11,457
1432,212.43,11,12,217
1433,212.43,11,13,339
1434,212.46,3,11,474
1435,212.46,4,15,447
1436,212.46,4,18,269
1437,213.4,4,14,94
1438,213.43,9,11,136
1439,213.43,9,12,176
1440,213.43,9,13,377
1441,213.43,10,11,162
1442,213.43,10,12,269
1443,213.43,10,13,635
1444,213.43,11,12,285
1445,213.43,11,13,229
1446,213.43,12,16,4334
1447,213.46,3,11,553
1448,213.46,3,15,931
1449,213.46,3,18,1202
1450,213.46,4,11,555
1451,213.46,4,18,580
1452,214.37,3,16,1552
1453,214.37,9,15,485
1454,214.4,3,14,580
1455,214.4,4,15,580
1456,214.43,3,14,540
1457,214.43,4,14,567
1458,214.43,8,14,1809
1459,214.43,9,11,337
1460,214.43,9,12,768
1461,214.43,9,13,150
1462,214.43,10,11,201
1463,214.43,10,12,310
1464,214.43,10,14,1039
1465,214.43,11,13,353
1466,216.37,5,4,122
1467,216.37,9,15,717
1468,216.37,9,16,1471
1469,217.28,1,9,298
1470,217.28,11,11,445
1471,217.28,11,13,433
1472,217.34,11,12,310
1473,218.25,2,14,271
1474,218.28,11,11,271
1475,218.31,9,16,2065
1476,218.31,11,11,189
1477,219.25,2,14,729
1478,219.28,11,12,773
1479,219.28,11,13,215
1480,220.19,10,10,634
1481,220.25,2,14,473
1482,221.16,11,12,177
1483,221.19,2,17,4631
1484,222.13,1,14,1578
1485,222.13,2,14,728
1486,222.13,2,19,635
1487,222.13,5,14,1472
1488,222.16,11,13,202
1489,222.19,1,17,7021
1490,223.1,8,10,1390
1491,223.1,11,10,1567
1492,223.1,12,10,1446
1493,223.13,2,14,1579
1494,223.13,5,19,1702
1495,223.13,7,20,298
1496,223.16,3,10,2160
1497,224.07,9,10,2051
1498,224.07,12,10,1566
1499,224.1,3,10,2402
1500,224.1,7,9,392
1501,224.1,8,10,1594
1502,224.1,11,12,122
1503,224.13,5,14,796
1504,225.04,2,10,1635
1505,225.04,3,10,3808
1506,225.04,7,14,971
1507,225.04,8,10,1552
1508,225.07,9,16,5373
1509,225.1,2,10,1743
1510,225.1,2,14,242
1511,225.1,3,16,2295
1512,225.1,5,16,5130
1513,225.1,9,10,1756
1514,226.04,1,16,5631
1515,226.04,5,10,1687
1516,226.07,8,10,1594
1517,226.07,12,10,2024
1518,226.98,3,10,1552
1519,226.98,6,10,1864
1520,226.98,9,10,1796
1521,226.98,9,16,1647
1522,226.98,10,10,1432
1523,227.01,1,16,3348
1524,227.04,2,10,1457
1525,227.04,3,10,1351
1526,227.04,8,10,1499
1527,227.04,9,10,1756
1528,227.95,6,10,1674
1529,228.01,3,10,1836
1530,228.01,5,10,1687
1531,228.01,9,10,1770
1532,228.01,12,16,2917
1533,228.92,6,10,1579
1534,228.92,12,10,1889
1535,228.95,2,4,96
1536,228.95,11,10,1376
1537,228.98,4,10,1998
1538,228.98,9,10,1486
1539,228.98,9,16,5413
1540,228.98,10,10,1769
1541,229.89,8,10,1633
1542,229.89,10,16,1619
1543,229.89,11,10,2768
1544,229.92,11,10,1851
1545,229.95,9,10,2051
1546,230.86,4,10,1512
1547,230.86,8,11,216
1548,230.86,11,10,3740
1549,230.86,12,10,2012
1550,230.89,8,10,1216
1551,230.89,11,10,1620
1552,230.92,2,10,1782
1553,231.83,6,11,529
1554,231.83,6,12,351
1555,231.83,6,13,621
1556,231.83,7,11,461
1557,231.83,8,11,472
1558,231.83,10,16,1188
1559,231.86,1,16,3511
1560,231.86,5,10,2484
1561,231.86,8,13,244
1562,231.89,11,16,2754
1563,231.89,12,18,1106
1564,232.8,4,10,1728
1565,232.8,6,16,1864
1566,232.8,9,14,878
1567,232.8,12,12,364
1568,232.8,12,13,243
1569,232.83,7,11,312
1570,232.83,7,12,325
1571,232.83,7,13,690
1572,232.83,8,13,565
1573,232.86,7,6,1201
1574,232.86,8,19,4630
1575,233.77,8,19,2134
1576,233.8,12,11,350
1577,233.8,12,12,285
1578,233.8,12,13,177
1579,233.8,12,22,1066
1580,233.83,4,10,1945
1581,233.83,6,11,566
1582,233.83,6,12,527
1583,233.83,6,13,542
1584,233.83,7,12,258
1585,233.83,7,13,176
1586,233.83,8,12,484
1587,233.83,10,10,1742
1588,233.83,12,10,1743
1589,234.74,8,12,202
1590,234.77,7,6,904
1591,234.77,7,12,271
1592,234.8,6,12,323
1593,234.8,7,10,2403
1594,234.8,12,11,312
1595,234.8,12,12,812
1596,235.71,5,20,204
1597,235.71,7,20,243
1598,235.71,9,27,9114
1599,235.71,12,11,379
1600,235.74,7,10,2283
1601,235.74,12,17,3564
1602,235.77,7,14,1134
1603,235.77,8,10,1903
1604,236.71,4,16,1971
1605,236.71,5,10,2107
1606,236.71,7,12,242
1607,236.74,3,16,4984
1608,236.74,9,10,1405
1609,236.74,12,11,257
1610,236.74,12,13,285
1611,237.65,7,10,2364
1612,237.65,11,10,2094
1613,237.68,5,10,4239
1614,237.68,8,19,3550
1615,237.71,4,10,1702
1616,237.71,12,13,203
1617,237.71,12,19,1553
1618,238.62,5,20,161
1619,238.62,10,16,1283
1620,238.62,12,10,1782
1621,238.62,12,16,1769
1622,238.65,4,19,1689
1623,238.65,9,10,3617
1624,238.68,9,19,3470
1625,239.59,6,19,1932
1626,239.62,9,10,1592
1627,239.62,9,20,487
1628,239.65,9,20,392
1629,240.56,1,11,377
1630,240.56,1,12,1634
1631,240.56,1,13,215
1632,240.56,2,11,753
1633,240.56,2,12,541
1634,240.56,2,13,378
1635,240.56,3,19,4184
1636,240.56,5,14,485
1637,240.56,6,15,432
1638,240.56,7,14,622
1639,240.56,7,16,1404
1640,240.56,8,27,2065
1641,240.59,2,27,5400
1642,240.59,7,19,1728
1643,240.59,10,14,284
1644,240.59,12,19,648
1645,241.53,1,6,1122
1646,241.53,1,14,4075
1647,241.53,2,11,985
1648,241.53,2,14,663
1649,241.53,2,15,932
1650,241.53,2,18,728
1651,241.53,2,19,648
1652,241.53,3,6,582
1653,241.53,3,11,269
1654,241.53,3,12,258
1655,241.53,3,13,406
1656,241.53,3,14,2026
1657,241.53,3,15,811
1658,241.53,3,16,1660
1659,241.53,3,19,7536
1660,241.53,4,6,379
1661,241.53,4,12,257
1662,241.53,4,13,407
1663,241.53,4,14,2931
1664,241.53,4,19,1783
1665,241.53,4,27,4037
1666,241.53,5,6,918
1667,241.53,5,11,379
1668,241.53,5,13,204
1669,241.53,5,14,512
1670,241.53,6,14,839
1671,241.53,6,19,1255
1672,241.53,7,14,1973
1673,241.53,7,15,756
1674,241.53,7,27,3402
1675,241.53,8,14,1378
1676,241.53,8,20,134
1677,241.53,9,6,810
1678,241.53,9,14,729
1679,241.53,10,14,2295
1680,241.53,11,14,1349
1681,241.53,11,19,946
1682,241.53,12,6,1283
1683,241.53,12,14,2514
1684,241.53,12,19,960
1685,241.56,1,11,1054
1686,241.56,1,13,204
1687,241.56,2,12,461
1688,241.56,2,13,244
1689,241.56,4,19,1971
1690,241.56,4,27,5037
1691,241.56,5,22,2267
1692,241.56,6,14,582
1693,241.56,10,10,1567
1694,241.59,2,15,419
1695,241.59,4,19,2012
1696,241.59,6,16,2159
1697,241.59,7,14,460
1698,242.5,1,6,458
1699,242.5,1,11,352
1700,242.5,1,12,257
1701,242.5,1,13,109
1702,242.5,1,14,2281
1703,242.5,2,6,540
1704,242.5,2,11,40
1705,242.5,2,12,135
1706,242.5,2,20,594
1707,242.5,3,11,255
1708,242.5,3,12,202
1709,242.5,3,14,1486
1710,242.5,3,19,8251
1711,242.5,4,12,147
1712,242.5,4,13,176
1713,242.5,4,19,2053
1714,242.5,4,20,473
1715,242.5,5,11,258
1716,242.5,5,12,231
1717,242.5,5,13,95
1718,242.5,5,19,2701
1719,242.5,5,20,148
1720,242.5,6,6,919
1721,242.5,6,11,42
1722,242.5,6,20,136
1723,242.5,7,6,1473
1724,242.5,7,11,175
1725,242.5,7,12,270
1726,242.5,7,14,1188
1727,242.5,7,20,1134
1728,242.5,8,12,94
1729,242.5,9,14,1269
1730,242.5,9,20,256
1731,242.5,10,14,1093
1732,242.5,10,20,566
1733,242.5,11,19,972
1734,242.5,12,17,2970
1735,242.53,1,14,1456
1736,242.53,2,14,378
1737,242.53,2,15,797
1738,242.53,3,6,1284
1739,242.53,3,11,284
1740,242.53,3,14,1879
1741,242.53,4,6,1647
1742,242.53,4,11,229
1743,242.53,4,12,284
1744,242.53,4,14,2486
1745,242.53,5,11,379
1746,242.53,5,12,285
1747,242.53,5,13,134
1748,242.53,5,14,4282
1749,242.53,5,18,2308
1750,242.53,6,14,1650
1751,242.53,6,19,1255
1752,242.53,7,6,852
1753,242.53,7,11,284
1754,242.53,7,14,1202
1755,242.53,7,18,230
1756,242.53,8,14,1280
1757,242.53,8,27,2755
1758,242.53,9,14,1985
1759,242.53,10,14,379
1760,242.53,10,19,836
1761,242.53,11,19,568
1762,242.53,12,14,392
1763,242.53,12,19,1581
1764,242.56,2,13,231
1765,242.56,2,27,3538
1766,242.56,3,19,1635
1767,242.56,4,6,770
1768,242.56,7,19,1756
1769,242.56,9,14,432
1770,243.47,1,15,1175
1771,243.47,2,6,1201
1772,243.47,3,6,877
1773,243.47,3,13,244
1774,243.47,4,11,231
1775,243.47,6,14,1133
1776,243.47,7,14,960
1777,243.47,7,19,1230
1778,243.47,9,18,2296
1779,243.47,10,6,1054
1780,243.47,12,19,757
1781,243.5,1,11,635
1782,243.5,1,12,109
1783,243.5,1,13,204
1784,243.5,1,14,971
1785,243.5,1,18,271
1786,243.5,1,20,904
1787,243.5,2,11,216
1788,243.5,2,12,272
1789,243.5,2,13,216
1790,243.5,2,18,541
1791,243.5,2,20,580
1792,243.5,3,11,95
1793,243.5,3,12,552
1794,243.5,3,13,527
1795,243.5,3,14,864
1796,243.5,3,19,3523
1797,243.5,3,20,661
1798,243.5,4,5,40
1799,243.5,4,6,933
1800,243.5,4,11,375
1801,243.5,4,12,256
1802,243.5,4,13,340
1803,243.5,4,14,933
1804,243.5,5,11,80
1805,243.5,5,12,243
1806,243.5,5,13,608
1807,243.5,5,20,405
1808,243.5,5,22,2134
1809,243.5,6,11,82
1810,243.5,6,12,243
1811,243.5,6,13,95
1812,243.5,6,14,917
1813,243.5,6,20,285
1814,243.5,7,6,1014
1815,243.5,7,11,190
1816,243.5,7,12,123
1817,243.5,7,13,161
1818,243.5,7,19,1106
1819,243.5,8,16,3039
1820,243.5,8,19,2404
1821,243.5,9,6,960
1822,243.5,9,14,1176
1823,243.5,9,19,2364
1824,243.5,10,14,1214
1825,243.5,10,20,269
1826,243.5,10,22,1419
1827,243.5,11,20,204
1828,243.5,12,17,4051
1829,243.5,12,19,1419
1830,243.53,1,13,285
1831,243.53,1,14,1648
1832,243.53,1,19,1648
1833,243.53,2,14,1245
1834,243.53,2,15,879
1835,243.53,2,18,539
1836,243.53,3,6,974
1837,243.53,3,11,1002
1838,243.53,3,14,2174
1839,243.53,4,11,543
1840,243.53,4,12,676
1841,243.53,4,13,475
1842,243.53,4,14,622
1843,243.53,5,11,204
1844,243.53,5,12,514
1845,243.53,5,13,542
1846,243.53,5,14,809
1847,243.53,5,18,2497
1848,243.53,6,14,1471
1849,243.53,7,14,512
1850,243.53,7,15,703
1851,243.53,7,18,244
1852,243.53,7,20,122
1853,243.53,7,27,5480
1854,243.53,8,14,2026
1855,243.53,10,14,365
1856,243.53,11,14,2297
1857,243.53,12,14,1592
1858,244.44,1,20,756
1859,244.44,5,5,150
1860,244.47,1,6,892
1861,244.47,3,6,797
1862,244.47,3,13,270
1863,244.47,4,19,4928
1864,244.47,7,11,350
1865,244.47,7,14,2768
1866,244.47,7,19,1905
1867,244.47,10,6,2055
1868,244.47,12,19,2012
1869,244.5,1,6,1390
1870,244.5,1,13,217
1871,244.5,1,14,1257
1872,244.5,1,18,393
1873,244.5,1,20,351
1874,244.5,2,11,488
1875,244.5,2,13,189
1876,244.5,2,14,850
1877,244.5,2,18,609
1878,244.5,2,20,432
1879,244.5,3,6,689
1880,244.5,3,11,242
1881,244.5,3,12,460
1882,244.5,3,14,960
1883,244.5,3,18,688
1884,244.5,3,20,877
1885,244.5,4,11,42
1886,244.5,4,12,352
1887,244.5,4,13,230
1888,244.5,4,20,351
1889,244.5,5,6,2054
1890,244.5,5,11,489
1891,244.5,5,12,456
1892,244.5,5,13,215
1893,244.5,5,14,1122
1894,244.5,5,20,905
1895,244.5,6,6,906
1896,244.5,6,11,68
1897,244.5,6,12,162
1898,244.5,6,13,232
1899,244.5,6,19,2186
1900,244.5,6,20,309
1901,244.5,7,6,998
1902,244.5,7,11,67
1903,244.5,7,12,134
1904,244.5,7,13,176
1905,244.5,7,20,149
1906,244.5,8,6,850
1907,244.5,8,15,703
1908,244.5,9,20,229
1909,244.5,10,14,2715
1910,244.5,10,20,581
1911,244.5,12,19,2093
1912,245.44,9,22,1714
1913,245.44,10,6,1094
1914,245.47,1,19,1513
1915,245.47,3,12,473
1916,245.47,3,14,865
1917,245.47,4,16,1525
1918,245.47,5,12,269
1919,245.47,6,6,987
1920,245.47,6,14,1269
1921,245.47,7,6,1284
1922,245.47,7,14,1770
1923,245.47,7,19,1419
1924,245.47,10,18,1743
1925,245.47,11,6,852
1926,245.47,12,19,1350
1927,246.38,5,11,109
1928,246.38,5,17,1768
1929,246.38,11,14,1161
1930,246.38,11,15,674
1931,246.41,3,5,107
1932,246.41,5,12,123
1933,246.41,12,15,514
1934,246.44,1,6,567
1935,247.35,2,4,26
1936,247.35,11,20,270
1937,247.38,8,19,717
1938,247.41,1,12,123
1939,247.41,2,5,40
1940,247.41,4,4,54
1941,248.32,11,14,1161
1942,248.35,5,5,82
1943,248.38,3,4,218
1944,248.38,3,20,55
1945,248.38,6,19,2605
1946,248.38,9,19,459
1947,249.29,4,16,1256
1948,249.29,7,16,1403
1949,249.32,9,15,782
1950,249.35,1,15,701
1951,249.35,2,5,94
1952,249.35,7,13,81
1953,250.26,4,16,1689
1954,250.32,8,15,595
1955,251.23,2,5,55
1956,251.23,3,5,204
1957,251.23,11,6,945
1958,251.26,5,20,177
1959,251.26,11,15,487
1960,252.2,1,15,405
1961,252.2,2,15,1093
1962,252.2,3,15,474
1963,252.2,3,16,1687
1964,252.2,6,15,528
1965,252.2,7,15,1591
1966,252.2,9,15,663
1967,252.2,11,15,755
1968,252.2,12,15,582
1969,252.23,1,5,162
1970,252.23,3,4,217
1971,252.23,4,15,446
1972,252.23,5,15,554
1973,252.23,9,16,1890
1974,252.26,9,15,594
1975,253.2,3,15,420
1976,253.2,4,15,690
1977,253.2,5,15,404
1978,253.2,6,15,661
1979,253.2,7,15,122
1980,253.2,8,15,933
1981,253.2,9,15,636
1982,253.2,10,15,905
1983,253.2,10,18,244
1984,253.23,1,4,121
1985,253.23,2,4,53
1986,253.23,3,5,67
1987,253.23,4,4,123
1988,253.23,4,5,40
1989,253.23,5,4,82
1990,254.14,12,15,406
1991,254.17,12,17,1338
1992,254.2,2,15,351
1993,254.2,3,15,798
1994,254.2,4,15,555
1995,254.2,5,15,351
1996,254.2,6,15,257
1997,254.2,7,15,1068
1998,254.2,10,15,878
1999,254.2,11,15,620
2000,254.2,12,15,634
2001,255.11,4,16,730
2002,255.14,10,16,1268
2003,255.14,11,18,1608
2004,256.08,4,16,1660
2005,256.08,9,11,67
2006,256.08,9,12,271
2007,256.08,9,13,81
2008,256.08,11,16,1403
2009,256.11,10,17,1862
2010,256.14,5,19,1040
2011,257.05,7,19,674
2012,257.08,4,17,1162
2013,257.08,9,11,96
2014,257.08,9,12,82
2015,257.08,9,13,151
2016,257.11,12,17,1796
2017,258.02,4,15,675
2018,258.02,8,16,1444
2019,258.05,6,16,4454
2020,258.05,7,16,1365
2021,258.08,9,11,95
2022,258.08,9,13,80
2023,258.99,4,16,1647
2024,258.99,5,16,1540
2025,258.99,10,14,1187
2026,259.02,1,16,1311
2027,259.96,3,27,3456
2028,259.99,1,19,1310
2029,259.99,7,16,1688
2030,259.99,10,11,406
2031,260.02,5,16,1715
2032,260.02,10,6,932
2033,260.93,2,16,2282
2034,260.93,2,22,1729
2035,260.93,7,6,609
2036,260.93,7,14,1041
2037,260.93,8,16,1553
2038,260.96,2,16,1485
2039,260.96,4,15,594
2040,260.99,9,6,609
2041,261.9,1,19,836
2042,261.9,3,17,2093
2043,261.9,9,14,688
2044,261.9,11,6,877
2045,261.93,3,22,1189
2046,261.93,8,14,863
2047,261.93,11,14,838
2048,261.96,3,14,743
2049,262.87,6,17,2418
2050,262.87,12,6,486
2051,262.9,3,6,512
2052,262.9,8,6,379
2053,262.93,2,18,1959
2054,262.93,3,27,2524
2055,262.93,4,6,960
2056,262.93,7,18,1959
2057,262.93,8,14,512
2058,263.84,3,18,1594
2059,263.84,7,15,297
2060,263.84,12,14,634
2061,263.87,3,19,431
2062,263.87,4,17,1202
2063,263.87,7,16,1176
2064,263.87,8,6,499
2065,263.87,11,6,378
2066,263.9,4,14,769
2067,264.81,9,19,1027
2068,264.84,11,14,512
2069,264.87,3,19,580
2070,264.87,11,6,433
2071,264.87,11,14,527
2072,265.78,4,19,607
2073,265.78,6,17,4416
2074,265.81,6,17,2606
2075,265.84,4,16,1526
2076,265.84,9,19,581
2077,266.75,3,19,473
2078,266.75,5,19,918
2079,266.75,9,16,1715
2080,266.78,4,18,1189
2081,266.78,6,16,1890
2082,266.81,10,16,1620
2083,267.72,2,16,1052
2084,267.72,4,16,1499
2085,267.72,5,16,1662
2086,267.72,6,16,3335
2087,267.72,12,16,1688
2088,267.75,4,19,499
2089,267.75,6,16,1957
2090,267.78,7,22,297
2091,267.78,9,16,528
2092,268.72,6,19,998
2093,268.72,9,17,2323
2094,268.72,10,15,175
2095,269.69,3,17,1999
2096,269.69,4,19,2228
2097,269.69,7,21,80
2098,269.69,10,19,851
2099,269.72,5,17,1594
2100,269.72,10,19,728
2101,270.63,3,12,26
2102,270.63,3,13,69
2103,270.63,7,19,1093
2104,270.69,4,19,2835
2105,270.69,6,17,1890
2106,271.6,1,23,323
2107,271.6,11,17,1755
2108,271.63,3,11,26
2109,271.63,3,13,27
2110,271.63,4,18,1539
2111,271.63,6,17,3605
2112,271.63,11,17,1606
2113,272.57,5,16,1391
2114,272.57,8,16,1405
2115,272.6,5,19,933
2116,272.63,1,24,296
2117,272.63,3,11,136
2118,272.63,3,12,124
2119,272.63,3,13,191
2120,273.54,9,19,1216
2121,273.57,3,17,2039
2122,273.6,3,18,1540
2123,274.51,8,19,1187
2124,274.51,9,6,674
2125,274.51,12,20,82
2126,274.54,7,19,675
2127,274.57,1,16,1283
2128,275.48,3,17,1768
2129,275.48,5,17,1781
2130,275.48,7,15,135
2131,275.48,7,16,1484
2132,275.48,8,16,1592
2133,275.48,8,19,971
2134,275.51,4,16,1203
2135,275.51,5,17,1338
2136,275.51,9,14,973
2137,275.54,4,17,1822
2138,276.48,4,17,2229
2139,276.48,7,19,879
2140,276.48,9,19,702
2141,276.48,9,26,324
2142,276.48,10,17,1850
2143,276.51,3,16,2012
2144,276.51,6,19,1472
2145,276.51,11,15,472
2146,277.42,8,17,1932
2147,277.45,1,17,1256
2148,277.45,5,17,1538
2149,277.45,11,15,339
2150,277.48,12,15,297
2151,278.39,3,16,1458
2152,278.39,7,15,501
2153,278.39,8,19,1256
2154,278.39,9,18,230
2155,278.39,10,16,1404
2156,278.39,10,17,1539
